Country;Year;Series;Value
State of Palestine;2010;Population aged 0 to 14 years old (percentage);42.2937
State of Palestine;2010;Population aged 60+ years old (percentage);4.3586
State of Palestine;2010;Population density;673.6929
State of Palestine;2017;Population mid-year estimates (millions);4.7472
State of Palestine;2017;Population mid-year estimates for males (millions);2.4083
State of Palestine;2017;Population mid-year estimates for females (millions);2.3389
State of Palestine;2017;Sex ratio (males per 100 females);102.9652
State of Palestine;2017;Population aged 0 to 14 years old (percentage);39.2627
State of Palestine;2017;Population aged 60+ years old (percentage);4.6780
State of Palestine;2017;Population density;788.5759
State of Palestine;2017;Surface area (thousand km2);6.0200
State of Palestine;2019;Population mid-year estimates (millions);4.9814
State of Palestine;2019;Population mid-year estimates for males (millions);2.5264
State of Palestine;2019;Population mid-year estimates for females (millions);2.4551
State of Palestine;2019;Sex ratio (males per 100 females);102.9033
State of Palestine;2019;Population aged 0 to 14 years old (percentage);38.6497
State of Palestine;2019;Population aged 60+ years old (percentage);4.8313
State of Palestine;2019;Population density;827.4784
Sudan;2005;Population mid-year estimates (millions);30.9495
Sudan;2005;Population mid-year estimates for males (millions);15.5152
Sudan;2005;Population mid-year estimates for females (millions);15.4343
Sudan;2005;Sex ratio (males per 100 females);100.5241
Sudan;2005;Population aged 0 to 14 years old (percentage);43.4706
Sudan;2005;Population aged 60+ years old (percentage);4.8484
Sudan;2005;Population density;17.5347
Sudan;2010;Population mid-year estimates (millions);34.5450
Sudan;2010;Population mid-year estimates for males (millions);17.2323
Sudan;2010;Population mid-year estimates for females (millions);17.3127
Sudan;2010;Sex ratio (males per 100 females);99.5353
Sudan;2010;Population aged 0 to 14 years old (percentage);42.9944
Sudan;2010;Population aged 60+ years old (percentage);5.0892
Sudan;2010;Population density;19.5717
Sudan;2019;Population mid-year estimates (millions);42.8132
Sudan;2019;Population mid-year estimates for males (millions);21.3880
Sudan;2019;Population mid-year estimates for females (millions);21.4253
Sudan;2019;Sex ratio (males per 100 females);99.8258
Sudan;2019;Population aged 0 to 14 years old (percentage);40.1557
Sudan;2019;Population aged 60+ years old (percentage);5.5990
Sudan;2019;Population density;24.2561
Suriname;2005;Population mid-year estimates (millions);0.4995
Suriname;2005;Population mid-year estimates for males (millions);0.2519
Suriname;2005;Population mid-year estimates for females (millions);0.2475
Suriname;2005;Sex ratio (males per 100 females);101.7698
Suriname;2005;Population aged 0 to 14 years old (percentage);31.3180
Suriname;2005;Population aged 60+ years old (percentage);8.5137
Suriname;2005;Population density;3.2017
Suriname;2010;Population mid-year estimates (millions);0.5291
Suriname;2010;Population mid-year estimates for males (millions);0.2665
Suriname;2010;Population mid-year estimates for females (millions);0.2626
Suriname;2010;Sex ratio (males per 100 females);101.4920
Suriname;2010;Population aged 0 to 14 years old (percentage);29.4031
Suriname;2010;Population aged 60+ years old (percentage);9.0571
Suriname;2010;Population density;3.3919
Suriname;2017;Population mid-year estimates (millions);0.5705
Suriname;2017;Population mid-year estimates for males (millions);0.2869
Suriname;2017;Population mid-year estimates for females (millions);0.2836
Suriname;2017;Sex ratio (males per 100 females);101.1760
Suriname;2017;Population aged 0 to 14 years old (percentage);27.4331
Suriname;2017;Population aged 60+ years old (percentage);10.0325
Suriname;2017;Population density;3.6570
Suriname;2017;Surface area (thousand km2);163.8200
Suriname;2019;Population mid-year estimates (millions);0.5814
Suriname;2019;Population mid-year estimates for males (millions);0.2923
Suriname;2019;Population mid-year estimates for females (millions);0.2891
Suriname;2019;Sex ratio (males per 100 females);101.0885
Suriname;2019;Population aged 0 to 14 years old (percentage);26.9119
Suriname;2019;Population aged 60+ years old (percentage);10.4955
Suriname;2019;Population density;3.7267
Sweden;2005;Population mid-year estimates (millions);9.0386
Sweden;2005;Population mid-year estimates for males (millions);4.4821
Sweden;2005;Population mid-year estimates for females (millions);4.5565
Sweden;2005;Sex ratio (males per 100 females);98.3661
Sweden;2005;Population aged 0 to 14 years old (percentage);17.4046
Sweden;2005;Population aged 60+ years old (percentage);23.4604
Sweden;2005;Population density;22.0272
Sweden;2010;Population mid-year estimates (millions);9.3902
Sweden;2010;Population mid-year estimates for males (millions);4.6772
Sweden;2010;Population mid-year estimates for females (millions);4.7130
Sweden;2010;Sex ratio (males per 100 females);99.2400
Sweden;2010;Population aged 0 to 14 years old (percentage);16.5079
Sweden;2010;Population aged 60+ years old (percentage);24.8655
Sweden;2010;Population density;22.8839
Sweden;2017;Population mid-year estimates (millions);9.9049
Sweden;2017;Population mid-year estimates for males (millions);4.9557
Sweden;2017;Population mid-year estimates for females (millions);4.9492
Sweden;2017;Sex ratio (males per 100 females);100.1327
Sweden;2017;Population aged 0 to 14 years old (percentage);17.4952
Sweden;2017;Population aged 60+ years old (percentage);25.4847
Sweden;2017;Population density;24.1383
Sweden;2017;Surface area (thousand km2);438.5740
Sweden;2019;Population mid-year estimates (millions);10.0364
Sweden;2019;Population mid-year estimates for males (millions);5.0256
Sweden;2019;Population mid-year estimates for females (millions);5.0108
Sweden;2019;Sex ratio (males per 100 females);100.2954
Sweden;2019;Population aged 0 to 14 years old (percentage);17.6255
Sweden;2019;Population aged 60+ years old (percentage);25.7745
Sweden;2019;Population density;24.4587
Switzerland;2005;Population mid-year estimates (millions);7.3868
Switzerland;2005;Population mid-year estimates for males (millions);3.6160
Switzerland;2005;Population mid-year estimates for females (millions);3.7708
Switzerland;2005;Sex ratio (males per 100 females);95.8943
Switzerland;2005;Population aged 0 to 14 years old (percentage);16.2893
Switzerland;2005;Population aged 60+ years old (percentage);21.2633
Switzerland;2005;Population density;186.9323
Switzerland;2010;Population mid-year estimates (millions);7.8087
Switzerland;2010;Population mid-year estimates for males (millions);3.8450
Switzerland;2010;Population mid-year estimates for females (millions);3.9637
Switzerland;2010;Sex ratio (males per 100 females);97.0058
Switzerland;2010;Population aged 0 to 14 years old (percentage);15.0583
Switzerland;2010;Population aged 60+ years old (percentage);22.8281
Switzerland;2010;Population density;197.6079
Switzerland;2017;Population mid-year estimates (millions);8.4558
Switzerland;2017;Population mid-year estimates for males (millions);4.1899
Switzerland;2017;Population mid-year estimates for females (millions);4.2659
Switzerland;2017;Sex ratio (males per 100 females);98.2200
Switzerland;2017;Population aged 0 to 14 years old (percentage);14.8725
Switzerland;2017;Population aged 60+ years old (percentage);24.0979
Switzerland;2017;Population density;213.9843
Switzerland;2017;Surface area (thousand km2);41.2910
Switzerland;2019;Population mid-year estimates (millions);8.5914
Switzerland;2019;Population mid-year estimates for males (millions);4.2607
Switzerland;2019;Population mid-year estimates for females (millions);4.3307
Switzerland;2019;Sex ratio (males per 100 females);98.3827
Switzerland;2019;Population aged 0 to 14 years old (percentage);14.9407
Switzerland;2019;Population aged 60+ years old (percentage);24.8448
Switzerland;2019;Population density;217.4148
Syrian Arab Republic;2005;Population mid-year estimates (millions);18.3612
Syrian Arab Republic;2005;Population mid-year estimates for males (millions);9.3683
Syrian Arab Republic;2005;Population mid-year estimates for females (millions);8.9929
Syrian Arab Republic;2005;Sex ratio (males per 100 females);104.1743
Syrian Arab Republic;2005;Population aged 0 to 14 years old (percentage);39.3293
Syrian Arab Republic;2005;Population aged 60+ years old (percentage);4.9245
Syrian Arab Republic;2005;Population density;99.9901
Syrian Arab Republic;2010;Population mid-year estimates (millions);21.3625
Syrian Arab Republic;2010;Population mid-year estimates for males (millions);10.7851
Syrian Arab Republic;2010;Population mid-year estimates for females (millions);10.5775
Syrian Arab Republic;2010;Sex ratio (males per 100 females);101.9623
Syrian Arab Republic;2010;Population aged 0 to 14 years old (percentage);37.3903
Syrian Arab Republic;2010;Population aged 60+ years old (percentage);5.0099
Syrian Arab Republic;2010;Population density;116.3346
Syrian Arab Republic;2017;Population mid-year estimates (millions);17.0957
Syrian Arab Republic;2017;Population mid-year estimates for males (millions);8.5923
Syrian Arab Republic;2017;Population mid-year estimates for females (millions);8.5033
Syrian Arab Republic;2017;Sex ratio (males per 100 females);101.0466
Syrian Arab Republic;2017;Population aged 0 to 14 years old (percentage);31.8295
Syrian Arab Republic;2017;Population aged 60+ years old (percentage);6.7750
Syrian Arab Republic;2017;Population density;93.0985
Syrian Arab Republic;2017;Surface area (thousand km2);185.1800
Syrian Arab Republic;2019;Population mid-year estimates (millions);17.0701
Syrian Arab Republic;2019;Population mid-year estimates for males (millions);8.5546
Syrian Arab Republic;2019;Population mid-year estimates for females (millions);8.5156
Syrian Arab Republic;2019;Sex ratio (males per 100 females);100.4576
Syrian Arab Republic;2019;Population aged 0 to 14 years old (percentage);31.0580
Syrian Arab Republic;2019;Population aged 60+ years old (percentage);7.2715
Syrian Arab Republic;2019;Population density;92.9594
Tajikistan;2005;Population mid-year estimates (millions);6.7893
Tajikistan;2005;Population mid-year estimates for males (millions);3.4131
Tajikistan;2005;Population mid-year estimates for females (millions);3.3762
Tajikistan;2005;Sex ratio (males per 100 females);101.0916
Tajikistan;2005;Population aged 0 to 14 years old (percentage);38.0254
Tajikistan;2005;Population aged 60+ years old (percentage);5.0701
Tajikistan;2005;Population density;48.5090
Tajikistan;2010;Population mid-year estimates (millions);7.5274
Tajikistan;2010;Population mid-year estimates for males (millions);3.7978
Tajikistan;2010;Population mid-year estimates for females (millions);3.7296
Tajikistan;2010;Sex ratio (males per 100 females);101.8308
Tajikistan;2010;Population aged 0 to 14 years old (percentage);35.6773
Tajikistan;2010;Population aged 60+ years old (percentage);4.7783
Tajikistan;2010;Population density;53.7825
Tajikistan;2017;Population mid-year estimates (millions);8.8803
Tajikistan;2017;Population mid-year estimates for males (millions);4.4783
Tajikistan;2017;Population mid-year estimates for females (millions);4.4020
Tajikistan;2017;Sex ratio (males per 100 females);101.7348
Tajikistan;2017;Population aged 0 to 14 years old (percentage);36.4524
Tajikistan;2017;Population aged 60+ years old (percentage);5.1588
Tajikistan;2017;Population density;63.4486
Tajikistan;2017;Surface area (thousand km2);142.6000
Tajikistan;2019;Population mid-year estimates (millions);9.3210
Tajikistan;2019;Population mid-year estimates for males (millions);4.6980
Tajikistan;2019;Population mid-year estimates for females (millions);4.6231
Tajikistan;2019;Sex ratio (males per 100 females);101.6198
Tajikistan;2019;Population aged 0 to 14 years old (percentage);37.0711
Tajikistan;2019;Population aged 60+ years old (percentage);5.5498
Tajikistan;2019;Population density;66.5977
Thailand;2005;Population mid-year estimates (millions);65.4162
Thailand;2005;Population mid-year estimates for males (millions);32.1737
Thailand;2005;Population mid-year estimates for females (millions);33.2425
Thailand;2005;Sex ratio (males per 100 females);96.7848
Thailand;2005;Population aged 0 to 14 years old (percentage);21.2858
Thailand;2005;Population aged 60+ years old (percentage);11.1388
Thailand;2005;Population density;128.0436
Thailand;2010;Population mid-year estimates (millions);67.1950
Thailand;2010;Population mid-year estimates for males (millions);32.9313
Thailand;2010;Population mid-year estimates for females (millions);34.2638
Thailand;2010;Sex ratio (males per 100 females);96.1111
Thailand;2010;Population aged 0 to 14 years old (percentage);19.1838
Thailand;2010;Population aged 60+ years old (percentage);12.9412
Thailand;2010;Population density;131.5254
Thailand;2017;Population mid-year estimates (millions);69.2098
Thailand;2017;Population mid-year estimates for males (millions);33.7518
Thailand;2017;Population mid-year estimates for females (millions);35.4580
Thailand;2017;Sex ratio (males per 100 females);95.1882
Thailand;2017;Population aged 0 to 14 years old (percentage);17.3538
Thailand;2017;Population aged 60+ years old (percentage);17.0012
Thailand;2017;Population density;135.4691
Thailand;2017;Surface area (thousand km2);513.1200
Thailand;2019;Population mid-year estimates (millions);69.6256
Thailand;2019;Population mid-year estimates for males (millions);33.9048
Thailand;2019;Population mid-year estimates for females (millions);35.7207
Thailand;2019;Sex ratio (males per 100 females);94.9164
Thailand;2019;Population aged 0 to 14 years old (percentage);16.8235
Thailand;2019;Population aged 60+ years old (percentage);18.4579
Thailand;2019;Population density;136.2829
Timor-Leste;2005;Population mid-year estimates (millions);0.9951
Timor-Leste;2005;Population mid-year estimates for males (millions);0.5026
Timor-Leste;2005;Population mid-year estimates for females (millions);0.4925
Timor-Leste;2005;Sex ratio (males per 100 females);102.0482
Timor-Leste;2005;Population aged 0 to 14 years old (percentage);44.6618
Timor-Leste;2005;Population aged 60+ years old (percentage);5.9210
Timor-Leste;2005;Population density;66.9223
Timor-Leste;2010;Population mid-year estimates (millions);1.0935
Timor-Leste;2010;Population mid-year estimates for males (millions);0.5527
Timor-Leste;2010;Population mid-year estimates for females (millions);0.5408
Timor-Leste;2010;Sex ratio (males per 100 females);102.2129
Timor-Leste;2010;Population aged 0 to 14 years old (percentage);42.5343
Timor-Leste;2010;Population aged 60+ years old (percentage);6.3372
Timor-Leste;2010;Population density;73.5389
Timor-Leste;2017;Population mid-year estimates (millions);1.2433
Timor-Leste;2017;Population mid-year estimates for males (millions);0.6284
Timor-Leste;2017;Population mid-year estimates for females (millions);0.6149
Timor-Leste;2017;Sex ratio (males per 100 females);102.2051
Timor-Leste;2017;Population aged 0 to 14 years old (percentage);38.3023
Timor-Leste;2017;Population aged 60+ years old (percentage);6.3523
Timor-Leste;2017;Population density;83.6085
Timor-Leste;2017;Surface area (thousand km2);14.9190
Timor-Leste;2019;Population mid-year estimates (millions);1.2931
Timor-Leste;2019;Population mid-year estimates for males (millions);0.6535
Timor-Leste;2019;Population mid-year estimates for females (millions);0.6396
Timor-Leste;2019;Sex ratio (males per 100 females);102.1723
Timor-Leste;2019;Population aged 0 to 14 years old (percentage);37.2921
Timor-Leste;2019;Population aged 60+ years old (percentage);6.4838
Timor-Leste;2019;Population density;86.9616
Togo;2005;Population mid-year estimates (millions);5.6116
Togo;2005;Population mid-year estimates for males (millions);2.7767
Togo;2005;Population mid-year estimates for females (millions);2.8349
Togo;2005;Sex ratio (males per 100 females);97.9455
Togo;2005;Population aged 0 to 14 years old (percentage);42.7770
Togo;2005;Population aged 60+ years old (percentage);4.4863
Togo;2005;Population density;103.1741
Togo;2010;Population mid-year estimates (millions);6.4217
Togo;2010;Population mid-year estimates for males (millions);3.1856
Togo;2010;Population mid-year estimates for females (millions);3.2360
Togo;2010;Sex ratio (males per 100 females);98.4423
Togo;2010;Population aged 0 to 14 years old (percentage);42.7870
Togo;2010;Population aged 60+ years old (percentage);4.4330
Togo;2010;Population density;118.0673
Togo;2017;Population mid-year estimates (millions);7.6985
Togo;2017;Population mid-year estimates for males (millions);3.8275
Togo;2017;Population mid-year estimates for females (millions);3.8710
Togo;2017;Sex ratio (males per 100 females);98.8749
Togo;2017;Population aged 0 to 14 years old (percentage);41.6376
Togo;2017;Population aged 60+ years old (percentage);4.5862
Togo;2017;Population density;141.5421
Togo;2017;Surface area (thousand km2);56.7850
Togo;2019;Population mid-year estimates (millions);8.0824
Togo;2019;Population mid-year estimates for males (millions);4.0206
Togo;2019;Population mid-year estimates for females (millions);4.0617
Togo;2019;Sex ratio (males per 100 females);98.9889
Togo;2019;Population aged 0 to 14 years old (percentage);40.9984
Togo;2019;Population aged 60+ years old (percentage);4.6528
Togo;2019;Population density;148.6002
Tokelau;2001;Population mid-year estimates (millions);0.0015
Tokelau;2001;Sex ratio (males per 100 females);98.0670
Tokelau;2001;Population aged 0 to 14 years old (percentage);40.7287
Tokelau;2001;Population aged 60+ years old (percentage);9.4990
Tokelau;2001;Population density;150.3000
Tokelau;2005;Population mid-year estimates (millions);0.0012
Tokelau;2005;Population density;120.8000
Tokelau;2006;Population mid-year estimates (millions);0.0012
Tokelau;2006;Sex ratio (males per 100 females);102.6408
Tokelau;2006;Population aged 0 to 14 years old (percentage);36.5769
Tokelau;2006;Population aged 60+ years old (percentage);11.2945
Tokelau;2006;Population density;116.7000
Tokelau;2010;Population mid-year estimates (millions);0.0011
Tokelau;2010;Population density;114.0000
Tokelau;2016;Population mid-year estimates (millions);0.0013
Tokelau;2016;Sex ratio (males per 100 females);100.0000
Tokelau;2016;Population aged 0 to 14 years old (percentage);28.2751
Tokelau;2016;Population aged 60+ years old (percentage);12.2022
Tokelau;2016;Population density;128.2000
Tokelau;2017;Population mid-year estimates (millions);0.0013
Tokelau;2017;Population density;130.0000
Tokelau;2017;Surface area (thousand km2);0.0120
Tokelau;2019;Population mid-year estimates (millions);0.0013
Tokelau;2019;Population density;134.0000
Tonga;2005;Population mid-year estimates (millions);0.1009
Tonga;2005;Population mid-year estimates for males (millions);0.0507
Tonga;2005;Population mid-year estimates for females (millions);0.0503
Tonga;2005;Sex ratio (males per 100 females);100.7880
Tonga;2005;Population aged 0 to 14 years old (percentage);38.2062
Tonga;2005;Population aged 60+ years old (percentage);8.1621
Tonga;2005;Population density;140.1458
Tonga;2010;Population mid-year estimates (millions);0.1040
Tonga;2010;Population mid-year estimates for males (millions);0.0521
Tonga;2010;Population mid-year estimates for females (millions);0.0519
Tonga;2010;Sex ratio (males per 100 females);100.5381
Tonga;2010;Population aged 0 to 14 years old (percentage);37.4079
Tonga;2010;Population aged 60+ years old (percentage);7.8549
Tonga;2010;Population density;144.4250
Tonga;2017;Population mid-year estimates (millions);0.1020
Tonga;2017;Population mid-year estimates for males (millions);0.0510
Tonga;2017;Population mid-year estimates for females (millions);0.0510
Tonga;2017;Sex ratio (males per 100 females);99.9843
Tonga;2017;Population aged 0 to 14 years old (percentage);35.7831
Tonga;2017;Population aged 60+ years old (percentage);8.6629
Tonga;2017;Population density;141.6639
Tonga;2017;Surface area (thousand km2);0.7470
Tonga;2019;Population mid-year estimates (millions);0.1045
Tonga;2019;Population mid-year estimates for males (millions);0.0523
Tonga;2019;Population mid-year estimates for females (millions);0.0522
Tonga;2019;Sex ratio (males per 100 females);100.1436
Tonga;2019;Population aged 0 to 14 years old (percentage);35.0728
Tonga;2019;Population aged 60+ years old (percentage);8.6962
Tonga;2019;Population density;145.1306
Trinidad and Tobago;2005;Population mid-year estimates (millions);1.2965
Trinidad and Tobago;2005;Population mid-year estimates for males (millions);0.6432
Trinidad and Tobago;2005;Population mid-year estimates for females (millions);0.6533
Trinidad and Tobago;2005;Sex ratio (males per 100 females);98.4678
Trinidad and Tobago;2005;Population aged 0 to 14 years old (percentage);21.8509
Trinidad and Tobago;2005;Population aged 60+ years old (percentage);10.8082
Trinidad and Tobago;2005;Population density;252.7294
Trinidad and Tobago;2010;Population mid-year estimates (millions);1.3281
Trinidad and Tobago;2010;Population mid-year estimates for males (millions);0.6578
Trinidad and Tobago;2010;Population mid-year estimates for females (millions);0.6704
Trinidad and Tobago;2010;Sex ratio (males per 100 females);98.1163
Trinidad and Tobago;2010;Population aged 0 to 14 years old (percentage);20.7224
Trinidad and Tobago;2010;Population aged 60+ years old (percentage);12.4367
Trinidad and Tobago;2010;Population density;258.8981
Trinidad and Tobago;2017;Population mid-year estimates (millions);1.3841
Trinidad and Tobago;2017;Population mid-year estimates for males (millions);0.6841
Trinidad and Tobago;2017;Population mid-year estimates for females (millions);0.7000
Trinidad and Tobago;2017;Sex ratio (males per 100 females);97.7288
Trinidad and Tobago;2017;Population aged 0 to 14 years old (percentage);20.5385
Trinidad and Tobago;2017;Population aged 60+ years old (percentage);15.3902
Trinidad and Tobago;2017;Population density;269.7971
Trinidad and Tobago;2017;Surface area (thousand km2);5.1270
Trinidad and Tobago;2019;Population mid-year estimates (millions);1.3950
Trinidad and Tobago;2019;Population mid-year estimates for males (millions);0.6890
Trinidad and Tobago;2019;Population mid-year estimates for females (millions);0.7060
Trinidad and Tobago;2019;Sex ratio (males per 100 females);97.5913
Trinidad and Tobago;2019;Population aged 0 to 14 years old (percentage);20.2612
Trinidad and Tobago;2019;Population aged 60+ years old (percentage);16.3734
Trinidad and Tobago;2019;Population density;271.9246
Tunisia;2005;Population mid-year estimates (millions);10.1068
Tunisia;2005;Population mid-year estimates for males (millions);5.0583
Tunisia;2005;Population mid-year estimates for females (millions);5.0485
Tunisia;2005;Sex ratio (males per 100 females);100.1947
Tunisia;2005;Population aged 0 to 14 years old (percentage);25.4918
Tunisia;2005;Population aged 60+ years old (percentage);10.0520
Tunisia;2005;Population density;65.0539
Tunisia;2010;Population mid-year estimates (millions);10.6352
Tunisia;2010;Population mid-year estimates for males (millions);5.3030
Tunisia;2010;Population mid-year estimates for females (millions);5.3322
Tunisia;2010;Sex ratio (males per 100 females);99.4528
Tunisia;2010;Population aged 0 to 14 years old (percentage);23.3332
Tunisia;2010;Population aged 60+ years old (percentage);10.3837
Tunisia;2010;Population density;68.4555
Tunisia;2017;Population mid-year estimates (millions);11.4334
Tunisia;2017;Population mid-year estimates for males (millions);5.6654
Tunisia;2017;Population mid-year estimates for females (millions);5.7681
Tunisia;2017;Sex ratio (males per 100 females);98.2189
Tunisia;2017;Population aged 0 to 14 years old (percentage);24.1116
Tunisia;2017;Population aged 60+ years old (percentage);12.3694
Tunisia;2017;Population density;73.5932
Tunisia;2017;Surface area (thousand km2);163.6100
Tunisia;2019;Population mid-year estimates (millions);11.6947
Tunisia;2019;Population mid-year estimates for males (millions);5.7980
Tunisia;2019;Population mid-year estimates for females (millions);5.8967
Tunisia;2019;Sex ratio (males per 100 females);98.3252
Tunisia;2019;Population aged 0 to 14 years old (percentage);24.2261
Tunisia;2019;Population aged 60+ years old (percentage);13.0610
Tunisia;2019;Population density;75.2750
Turkey;2005;Population mid-year estimates (millions);67.9035
Turkey;2005;Population mid-year estimates for males (millions);33.4196
Turkey;2005;Population mid-year estimates for females (millions);34.4839
Turkey;2005;Sex ratio (males per 100 females);96.9138
Turkey;2005;Population aged 0 to 14 years old (percentage);28.6000
Turkey;2005;Population aged 60+ years old (percentage);9.5561
Turkey;2005;Population density;88.2287
Turkey;2010;Population mid-year estimates (millions);72.3270
Turkey;2010;Population mid-year estimates for males (millions);35.5642
Turkey;2010;Population mid-year estimates for females (millions);36.7627
Turkey;2010;Sex ratio (males per 100 females);96.7399
Turkey;2010;Population aged 0 to 14 years old (percentage);26.9019
Turkey;2010;Population aged 60+ years old (percentage);10.3577
Turkey;2010;Population density;93.9763
Turkey;2017;Population mid-year estimates (millions);81.1165
Turkey;2017;Population mid-year estimates for males (millions);39.9782
Turkey;2017;Population mid-year estimates for females (millions);41.1382
Turkey;2017;Sex ratio (males per 100 females);97.1802
Turkey;2017;Population aged 0 to 14 years old (percentage);25.0028
Turkey;2017;Population aged 60+ years old (percentage);12.1021
Turkey;2017;Population density;105.3967
Turkey;2017;Surface area (thousand km2);783.5620
Turkey;2019;Population mid-year estimates (millions);83.4296
Turkey;2019;Population mid-year estimates for males (millions);41.1737
Turkey;2019;Population mid-year estimates for females (millions);42.2559
Turkey;2019;Sex ratio (males per 100 females);97.4390
Turkey;2019;Population aged 0 to 14 years old (percentage);24.2908
Turkey;2019;Population aged 60+ years old (percentage);12.7289
Turkey;2019;Population density;108.4022
Turkmenistan;2005;Population mid-year estimates (millions);4.7546
Turkmenistan;2005;Population mid-year estimates for males (millions);2.3389
Turkmenistan;2005;Population mid-year estimates for females (millions);2.4158
Turkmenistan;2005;Sex ratio (males per 100 females);96.8177
Turkmenistan;2005;Population aged 0 to 14 years old (percentage);32.6073
Turkmenistan;2005;Population aged 60+ years old (percentage);6.0641
Turkmenistan;2005;Population density;10.1178
Turkmenistan;2010;Population mid-year estimates (millions);5.0872
Turkmenistan;2010;Population mid-year estimates for males (millions);2.5025
Turkmenistan;2010;Population mid-year estimates for females (millions);2.5847
Turkmenistan;2010;Sex ratio (males per 100 females);96.8204
Turkmenistan;2010;Population aged 0 to 14 years old (percentage);29.5174
Turkmenistan;2010;Population aged 60+ years old (percentage);6.0788
Turkmenistan;2010;Population density;10.8255
Turkmenistan;2017;Population mid-year estimates (millions);5.7577
Turkmenistan;2017;Population mid-year estimates for males (millions);2.8351
Turkmenistan;2017;Population mid-year estimates for females (millions);2.9226
Turkmenistan;2017;Sex ratio (males per 100 females);97.0061
Turkmenistan;2017;Population aged 0 to 14 years old (percentage);30.9103
Turkmenistan;2017;Population aged 60+ years old (percentage);7.2795
Turkmenistan;2017;Population density;12.2522
Turkmenistan;2017;Surface area (thousand km2);488.1000
Turkmenistan;2019;Population mid-year estimates (millions);5.9421
Turkmenistan;2019;Population mid-year estimates for males (millions);2.9257
Turkmenistan;2019;Population mid-year estimates for females (millions);3.0164
Turkmenistan;2019;Sex ratio (males per 100 females);96.9925
Turkmenistan;2019;Population aged 0 to 14 years old (percentage);30.7583
Turkmenistan;2019;Population aged 60+ years old (percentage);7.8324
Turkmenistan;2019;Population density;12.6446
Turks and Caicos Islands;2001;Population mid-year estimates (millions);0.0202
Turks and Caicos Islands;2001;Sex ratio (males per 100 females);99.0790
Turks and Caicos Islands;2001;Population aged 0 to 14 years old (percentage);28.6282
Turks and Caicos Islands;2001;Population aged 60+ years old (percentage);5.2499
Turks and Caicos Islands;2001;Population density;21.2474
Turks and Caicos Islands;2005;Population mid-year estimates (millions);0.0264
Turks and Caicos Islands;2005;Sex ratio (males per 100 females);99.0762
Turks and Caicos Islands;2005;Population density;27.8400
Turks and Caicos Islands;2010;Population mid-year estimates (millions);0.0310
Turks and Caicos Islands;2010;Sex ratio (males per 100 females);106.7106
Turks and Caicos Islands;2010;Population density;32.6253
Turks and Caicos Islands;2017;Population mid-year estimates (millions);0.0354
Turks and Caicos Islands;2017;Sex ratio (males per 100 females);104.1034
Turks and Caicos Islands;2017;Population aged 0 to 14 years old (percentage);19.1647
Turks and Caicos Islands;2017;Population aged 60+ years old (percentage);7.5719
Turks and Caicos Islands;2017;Population density;37.3116
Turks and Caicos Islands;2017;Surface area (thousand km2);0.9482
Turks and Caicos Islands;2019;Population mid-year estimates (millions);0.0382
Turks and Caicos Islands;2019;Population density;40.2011
Tuvalu;2002;Population mid-year estimates (millions);0.0096
Tuvalu;2002;Sex ratio (males per 100 females);97.8684
Tuvalu;2002;Population aged 0 to 14 years old (percentage);36.1678
Tuvalu;2002;Population aged 60+ years old (percentage);8.6079
Tuvalu;2002;Population density;321.1667
Tuvalu;2005;Population mid-year estimates (millions);0.0100
Tuvalu;2005;Population density;334.2333
Tuvalu;2010;Population mid-year estimates (millions);0.0105
Tuvalu;2010;Population density;351.0333
Tuvalu;2016;Population mid-year estimates (millions);0.0111
Tuvalu;2016;Sex ratio (males per 100 females);102.0000
Tuvalu;2016;Population aged 0 to 14 years old (percentage);31.1055
Tuvalu;2016;Population aged 60+ years old (percentage);9.9178
Tuvalu;2016;Population density;369.9000
Tuvalu;2017;Population mid-year estimates (millions);0.0112
Tuvalu;2017;Population density;373.0667
Tuvalu;2017;Surface area (thousand km2);0.0260
Tuvalu;2019;Population mid-year estimates (millions);0.0116
Tuvalu;2019;Population density;388.2000
Uganda;2005;Population mid-year estimates (millions);27.6846
Uganda;2005;Population mid-year estimates for males (millions);13.6390
Uganda;2005;Population mid-year estimates for females (millions);14.0456
Uganda;2005;Sex ratio (males per 100 females);97.1057
Uganda;2005;Population aged 0 to 14 years old (percentage);49.6674
Uganda;2005;Population aged 60+ years old (percentage);3.1502
Uganda;2005;Population density;138.5546
Uganda;2010;Population mid-year estimates (millions);32.4282
Uganda;2010;Population mid-year estimates for males (millions);15.9148
Uganda;2010;Population mid-year estimates for females (millions);16.5133
Uganda;2010;Sex ratio (males per 100 females);96.3755
Uganda;2010;Population aged 0 to 14 years old (percentage);49.0926
Uganda;2010;Population aged 60+ years old (percentage);3.0312
Uganda;2010;Population density;162.2950
Uganda;2017;Population mid-year estimates (millions);41.1666
Uganda;2017;Population mid-year estimates for males (millions);20.2482
Uganda;2017;Population mid-year estimates for females (millions);20.9184
Uganda;2017;Sex ratio (males per 100 females);96.7959
Uganda;2017;Population aged 0 to 14 years old (percentage);47.3199
Uganda;2017;Population aged 60+ years old (percentage);3.1297
Uganda;2017;Population density;206.0287
Uganda;2017;Surface area (thousand km2);241.5500
Uganda;2019;Population mid-year estimates (millions);44.2696
Uganda;2019;Population mid-year estimates for males (millions);21.8072
Uganda;2019;Population mid-year estimates for females (millions);22.4624
Uganda;2019;Sex ratio (males per 100 females);97.0829
